index,category,command_kor,command_eng,connected_devices,gt
27,6,"지하에서 누수가 감지되고 메인 밸브가 열려 있으면, 모든 메인 밸브를 잠그고 경찰 사이렌을 울려줘.","If a water leak is detected in the basement and the main valve is open, close all main valves and sound the police siren.","{'Basement_Leak': {'category': 'LeakSensor', 'tags': ['Basement', 'LeakSensor']}, 'Main_Valve': {'category': 'Valve', 'tags': ['Main', 'Valve']}, 'Siren': {'category': 'Siren', 'tags': ['Siren']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Basement #LeakSensor).leaksensor_leakage == true and (#Main #Valve).valve_valvestate == true) {\n\n    all(#Main #Valve).valve_close()\n\n    (#Siren).siren_setsirenmode(\""police\"")\n\n}""}"
28,6,"창고 미세먼지가 100 이상이고 공기청정기가 자동 모드이면, 모드를 강풍 모드로 바꾸고 창고 스피커로 ""강풍 모드로 전환합니다""라고 말해줘.","If the warehouse fine dust level is 100 or higher and the air purifier is in auto mode, switch it to high mode and say through the warehouse speaker ""Switching to high mode"".","{'Warehouse_AQ': {'category': 'AirQualitySensor', 'tags': ['Warehouse', 'AirQualitySensor']}, 'Warehouse_AP': {'category': 'AirPurifier', 'tags': ['Warehouse', 'AirPurifier']}, 'Warehouse_Speaker': {'category': 'Speaker', 'tags': ['Warehouse', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Warehouse #AirQualitySensor).airqualitysensor_finedustlevel >= 100 and (#Warehouse #AirPurifier).airpurifier_airpurifiermode == \""auto\"") {\n\n    (#Warehouse #AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n    (#Warehouse #Speaker).speaker_speak(\""강풍 모드로 전환합니다\"")\n\n}""}"
29,6,"게스트룸에 움직임이 감지되고 있고 에어컨이 꺼져 있으면, 에어컨을 자동 모드로 설정하고 목표 온도를 24도로 설정해줘.","If the motion is detected in the guest room and the air conditioner is off, set the air conditioner to auto mode and set the target temperature to 24.","{'GuestRoom_Motion': {'category': 'MotionSensor', 'tags': ['GuestRoom', 'MotionSensor']}, 'GuestRoom_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['GuestRoom', 'AirConditioner', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#GuestRoom #MotionSensor).motionsensor_motion == true and (#GuestRoom #AirConditioner).switch_switch == false) {\n\n    (#GuestRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n    (#GuestRoom #AirConditioner).airconditioner_settargettemperature(24)\n\n}""}"
30,6,"거실 조명이 켜져 있고 조도가 50 럭스 이상이면, 거실 블라인드를 닫고 에어컨을 자동 모드로 설정해줘.","If the living room light is on and the illuminance is 50 lux or higher, close the living room blind and set the AC to auto mode.","{'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'LivingRoom_AC': {'category': 'AirConditioner', 'tags': ['LivingRoom', 'AirConditioner']}, 'LivingRoom_Blind': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Blind', 'WindowCovering']}, 'LivingRoom_LightSensor': {'category': 'LightSensor', 'tags': ['LivingRoom', 'LightSensor']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LivingRoom #Light).switch_switch == true and (#LivingRoom #LightSensor).lightsensor_brightness >= 50) {\n\n    (#LivingRoom #Blind).windowcovering_downorclose()\n\n    (#LivingRoom #AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n}""}"
1,7,10분마다 확인해서 온도가 30도 이상이면 에어컨을 쿨모드로 설정해줘.,"Every 10 minutes, if the temperature is 30 degrees or higher, set the air conditioner to cool mode.",,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}"
2,7,"30분마다 체크해서 온도가 20도 이상, 30도 미만이면 에어컨을 자동모드로 설정하고, 30도 이상이면 쿨모드로 설정해줘.","Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).temperaturesensor_temperature\n\nif (temp >= 20 and temp < 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""auto\"")\n\n} else if (temp >= 30) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n}""}"
3,7,매일 자정에 도어락을 잠궈줘.,Lock the doorlock every day at midnight.,,"{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\n(#DoorLock).doorlock_lock()""}"
4,7,주말 오후 3시에 누수를 체크해서 감지되면 긴급 사이렌을 울려줘.,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.",,"{""name"": """", 
""cron"": ""0 15 * * 6,7"", 
""period"": 0, 
""script"": ""\nif ((#LeakSensor).leaksensor_leakage == true) {\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n}""}"
5,7,매일 아침 7시에 밥솥을 재가열 모드로 설정해줘.,Set the rice cooker to reheating mode every morning at 7 AM.,,"{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).ricecooker_setricecookermode(\""reheating\"")""}"
6,7,주말 오후에 30분마다 로봇청소기를 자동모드로 작동시켜줘.,"Every 30 minutes on weekend afternoons, set the robot vacuum cleaner to auto mode.",,"{""name"": """", 
""cron"": ""0 12 * * 6,7"", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).clock_hour == 0) {\n\n    break\n\n}\n\n(#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")""}"
7,7,밤10시부터 자정까지 10분마다 긴급 사이렌을 울려줘.,"From 10 PM to midnight every 10 minutes, sound the emergency siren.",,"{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 600000, 
""script"": ""\nif ((#Clock).clock_hour == 0) {\n\n    break\n\n}\n\n(#Siren).siren_setsirenmode(\""emergency\"")""}"
8,7,평일 오전 8시부터 자정까지 한 시간마다 카메라로 사진을 찍어줘.,"On weekdays from 8 AM to midnight every hour, capture an image with the camera.",,"{""name"": """", 
""cron"": ""0 0,8-23 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#Camera).camera_captureimage()""}"
9,7,새해가 되면 로봇팔로 인사해줘.,"When the new year begins, make the arm robot say hello.",,"{""name"": """", 
""cron"": ""0 0 1 1 *"", 
""period"": 0, 
""script"": ""\n(#ArmRobot).armrobot_hello()""}"
10,7,평일 오전 7시에 밥솥을 자동청소 모드로 작동해줘.,"On weekdays at 7 AM, start the rice cooker in auto-cleaning mode.",,"{""name"": """", 
""cron"": ""0 7 * * 1-5"", 
""period"": 0, 
""script"": ""\n(#RiceCooker).ricecooker_setricecookermode(\""autoClean\"")""}"
11,7,월요일과 수요일 오전 6시에 날씨 정보를 스피커로 알려줘.,"At 6 AM on Mondays and Wednesdays, announce the weather information through the speaker.",,"{""name"": """", 
""cron"": ""0 6 * * 1,3"", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_speak(\""현재 날씨는 \"" + (#WeatherProvider).weatherprovider_weather + \""입니다\"")""}"
12,7,1시간마다 스피커 볼륨을 10씩 올려줘.,"Every hour, increase the speaker volume by 10.",,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nnew = (#Speaker).speaker_volume + 10\n\nif (new > 100) {\n\n    new = 100\n\n}\n\n(#Speaker).speaker_setvolume(new)""}"
13,7,"월요일 아침 8시마다 금고와 도어락이 모두 잠겨있으면 스피커로 ""안전합니다""라고 말해줘.","Every Monday at 8 AM, if both the safe and the door lock are locked, say 'It is safe' through the speaker",,"{""name"": """", 
""cron"": ""0 8 * * 1"", 
""period"": 0, 
""script"": ""\nif ((#Safe).safe_safestate == \""locked\"" and (#DoorLock).doorlock_doorlockstate == \""locked\"") {\n\n    (#Speaker).speaker_speak(\""안전합니다\"")\n\n}""}"
14,7,저녁 7시부터 10시까지 30분마다 로봇청소기를 체크해서 멈춰있으면 자동 모드로 실행시켜줘.,"Every 30 minutes from 7 PM to 10 PM, check the robot vacuum cleaner and start it in auto mode if it is stopped.",,"{""name"": """", 
""cron"": ""0,30 19-21 * * *"", 
""period"": 0, 
""script"": ""\nif ((#RobotVacuumCleaner).robotvacuumcleaner_robotvacuumcleanermode == \""stop\"") {\n\n    (#RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""auto\"")\n\n}""}"
15,7,정오마다 301동 식당의 점심 메뉴를 스피커로 말해줘.,"At noon every day, announce the lunch menu of the 301 building cafeteria through the speaker.",,"{""name"": """", 
""cron"": ""0 12 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 301동식당 점심\"")\n\n(#Speaker).speaker_speak(\""오늘 301동식당의 점심 메뉴는\"" + menu + \""입니다\"")""}"
16,7,오후 6시에 학생 식당의 저녁 메뉴를 스피커로 알려줘.,"At 6 PM every day, announce the dinner menu of the student cafeteria through the speaker.",,"{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nmenu = (#MenuProvider).menuprovider_getmenu(\""오늘 학생식당 저녁\"")\n\n(#Speaker).speaker_speak(\""오늘 학생 식당의 저녁 메뉴는\"" + menu + \""입니다\"")""}"
17,7,"오후 11시에 금고가 열려있거나 도어락이 열려있으면, 스피커로 ""금고와 도어락을 확인하세요""라고 말해줘.","At 11 PM, if safe is unlocked or the door lock is unlocked , speak 'Check the safe and door lock' through the speaker.",,"{""name"": """", 
""cron"": ""0 23 * * *"", 
""period"": 0, 
""script"": ""\nif ((#Safe).safe_safestate == \""unlocked\"" or (#DoorLock).doorlock_doorlockstate == \""unlocked\"") {\n\n    (#Speaker).speaker_speak(\""금고와 도어락의 잠금 상태를 확인해 주세요.\"")\n\n}""}"
18,7,"30분마다 체크해서 온도가 30도 이상이면 목표 온도를 25도로 설정하고, 23도 미만이면 26도로 설정해줘.","Check every 30 minutes; if the temperature is 30 degrees or higher, set the target temperature to 25 degrees; if it's below 23 degrees, set it to 26 degrees.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\ntemp = (#TemperatureSensor).temperaturesensor_temperature\n\nif (temp >= 30) {\n\n    (#AirConditioner).airconditioner_settargettemperature(25)\n\n} else if (temp < 23) {\n\n    (#AirConditioner).airconditioner_settargettemperature(26)\n\n}""}"
19,7,10분마다 습도를 체크해서 50 이상이면 가습기를 끄고 20 이하면 가습기를 켜고 자동모드로 설정해줘.,"Check humidity every 10 minutes; if it's 50 or higher, turn off the humidifier; if it's 20 or lower, turn on the humidifier and set it to auto mode.",,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nhum = (#HumiditySensor).humiditysensor_humidity\n\nif (hum >= 50) {\n\n    (#Humidifier).switch_off()\n\n} else if (hum <= 20) {\n\n    (#Humidifier).switch_on()\n\n    (#Humidifier).humidifier_sethumidifiermode(\""auto\"")\n\n}""}"
20,7,1시간마다 미세먼지 농도를 체크해서 200 이상이면 공기청정기를 강풍모드로 설정하고 100 이하이면 미풍모드로 설정해줘.,"Check the fine dust level every hour; if it's 200 or higher, set the air purifier to high speed; if it's 100 or lower, set it to low speed.",,"{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\ndust = (#AirQualitySensor).airqualitysensor_finedustlevel\n\nif (dust >= 200) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n} else if (dust <= 100) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""low\"")\n\n}""}"
21,7,5분마다 체크해서 충전기가 완충됐으면 충전기를 꺼줘.,"Check every 5 minutes; if the charger is fully charged, turn it off.",,"{""name"": """", 
""cron"": """", 
""period"": 300000, 
""script"": ""\nif ((#Charger).charger_chargingstate == \""fullyCharged\"") {\n\n    (#Charger).switch_off()\n\n}""}"
22,7,크리스마스가 되면 불을 빨간색으로 바꿔줘.,"When the Christmas arrives, change the light color to red.",,"{""name"": """", 
""cron"": ""0 0 25 12 *"", 
""period"": 0, 
""script"": ""\n(#Light).light_movetorgb(255, 0, 0)""}"
23,7,"크리스마스에 1시간마다 스피커로 ""Christmas.mp3""을 재생해줘.","Every hour on Christmas, play 'Christmas.mp3' through the speaker.",,"{""name"": """", 
""cron"": ""0 * 25 12 *"", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_play(\""Christmas.mp3\"")""}"
24,7,지금부터 자정까지 30분마다 현재 시각을 스피커로 출력해줘.,"Every 30 minutes from now until midnight, output the current time through the speaker.",,"{""name"": """", 
""cron"": """", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).clock_hour == 0) {\n\n    break\n\n}\n\n(#Speaker).speaker_speak(\""현재 시각은 \"" + (#Clock).clock_hour + \""시\"" + (#Clock).clock_minute + \""분 입니다\"")""}"
25,7,지금부터 오후 3시까지 10분마다 긴급 사이렌을 5초간 울렸다 꺼줘.,"Every 10 minutes from now until 3 PM, sound the emergency siren for 5 seconds and then turn it off.",,"{""name"": """", 
""cron"": """", 
""period"": 600000, 
""script"": ""\nif ((#Clock).clock_hour == 15) {\n \n    break\n\n}\n\n(#Siren).siren_setsirenmode(\""emergency\"")\n\ndelay(5 SEC)\n\n(#Siren).switch_off()""}"
26,7,오후 6시에 벽에 있는 홀수 태그가 붙은 블라인드 높이를 모두 50%로 조절해줘.,"At 6 PM, set the level of all blinds with odd tags on the wall to 50%.","{'Wall_Blind_1': {'category': ['WindowCovering'], 'tags': ['Wall', 'Odd', 'Blind', 'WindowCovering', 'LivingRoom']}, 'Wall_Blind_3': {'category': ['WindowCovering'], 'tags': ['Wall', 'Odd', 'Blind', 'WindowCovering', 'Kitchen']}, 'Floor_Blind_2': {'category': ['WindowCovering'], 'tags': ['Wall', 'Even', 'Blind', 'WindowCovering', 'Bedroom']}}","{""name"": """", 
""cron"": ""0 18 * * *"", 
""period"": 0, 
""script"": ""\nall(#Wall #Odd #Blind).windowcovering_setlevel(50)""}"
27,7,주말에 2시간마다 거실에 있는 로봇 청소기들을 모두 반복 모드로 설정해줘.,"Every 2 hours on weekends, set all robot vacuum cleaners in the living room to repeat mode.","{'LR_RVC_1': {'category': ['RobotVacuumCleaner'], 'tags': ['LivingRoom', 'RobotVacuumCleaner', 'ModelA']}, 'LR_RVC_2': {'category': ['RobotVacuumCleaner'], 'tags': ['LivingRoom', 'RobotVacuumCleaner', 'ModelB']}, 'Kitchen_RVC': {'category': ['RobotVacuumCleaner'], 'tags': ['Kitchen', 'RobotVacuumCleaner', 'ModelA']}}","{""name"": """", 
""cron"": ""0 */2 * * 6,7"", 
""period"": 0, 
""script"": ""\nall(#LivingRoom #RobotVacuumCleaner).robotvacuumcleaner_setrobotvacuumcleanermodemode(\""repeat\"")""}"
28,7,"그룹 2에 속한 습도 센서들을 1분마다 체크해서 모두 50% 이상이면, 모든 제습기를 리프레쉬 모드로 설정해줘.","Every minute, if the humidity of all sensors in Group2 is 50% or higher, set all dehumidifiers to refresh mode.","{'Grp2_Hum_1': {'category': ['HumiditySensor'], 'tags': ['Group2', 'HumiditySensor', 'North']}, 'Grp2_Hum_2': {'category': ['HumiditySensor'], 'tags': ['Group2', 'HumiditySensor', 'South']}, 'Grp1_Hum_1': {'category': ['HumiditySensor'], 'tags': ['Group1', 'HumiditySensor', 'East']}, 'Dehum_1': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Main', 'Dehumidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 60000, 
""script"": ""\nif (all(#Group2 #HumiditySensor).humiditysensor_humidity >= 50) {\n\n    all(#Dehumidifier).dehumidifier_setdehumidifiermode(\""refreshing\"")\n\n}""}"
29,7,밤 11시에 짝수 태그가 붙은 모든 문을 닫아줘.,"Every 11 PM, close all doors with even tags.","{'Door_2': {'category': ['Door'], 'tags': ['Even', 'Door', 'Entrance']}, 'Door_4': {'category': ['Door'], 'tags': ['Even', 'Door', 'Back']}, 'Door_1': {'category': ['Door'], 'tags': ['Odd', 'Door', 'Side']}}","{""name"": """", 
""cron"": ""0 23 * * *"", 
""period"": 0, 
""script"": ""\nall(#Even #Door).door_close()""}"
30,7,매일 아침 7시에 구역1에 있는 모든 블라인드를 올려줘.,"Every morning at 7 AM, open all blinds in Zone 1.","{'Z1_Blind_1': {'category': ['WindowCovering'], 'tags': ['Sector1', 'Blind', 'WindowCovering']}, 'Z1_Blind_2': {'category': ['WindowCovering'], 'tags': ['Sector1', 'Blind', 'WindowCovering']}, 'Z2_Blind_1': {'category': ['WindowCovering'], 'tags': ['Sector2', 'Blind', 'WindowCovering']}}","{""name"": """", 
""cron"": ""0 7 * * *"", 
""period"": 0, 
""script"": ""\nall(#Sector1 #Blind).windowcovering_uporopen()""}"
31,7,밤 7시에 1층에 사람이 없으면 불을 다 꺼주고 2층은 8시에 사람이 없으면 불을 다 꺼줘.,"Every 7 PM, if no one is detected on the 1st floor, turn off all lights; for the 2nd floor, check at 8 PM and turn off all its lights if no one is present.","{'F1_Presence': {'category': ['PresenceSensor'], 'tags': ['Floor1', 'PresenceSensor']}, 'F2_Presence': {'category': ['PresenceSensor'], 'tags': ['Floor2', 'PresenceSensor']}, 'F1_Light': {'category': ['Light', 'Switch'], 'tags': ['Floor1', 'Light', 'Switch']}, 'F2_Light': {'category': ['Light', 'Switch'], 'tags': ['Floor2', 'Light', 'Switch']}, 'F3_Light': {'category': ['Light', 'Switch'], 'tags': ['Floor3', 'Light', 'Switch']}}","{""name"": """", 
""cron"": ""0 19 * * *"", 
""period"": 0, 
""script"": ""\nif ((#Floor1 #PresenceSensor).presencesensor_presence == false) {\n\n    all(#Floor1 #Light).switch_off()\n\n}\n\ndelay(1 HOUR)\n\nif ((#Floor2 #PresenceSensor).presencesensor_presence == false) {\n\n    all(#Floor2 #Light).switch_off()\n\n}""}"
32,7,"섹터1의 모든 도어락을 1시간마다 확인해서, 하나라도 열려 있으면 해당 섹터의 모든 조명을 빨간색으로 바꿔줘.","Check all door locks in Sector 1 every hour; if any one is open, change all lights in that sector to red.","{'S1_Lock_1': {'category': ['DoorLock'], 'tags': ['Sector1', 'DoorLock']}, 'S1_Lock_2': {'category': ['DoorLock'], 'tags': ['Sector1', 'DoorLock']}, 'S2_Lock': {'category': ['DoorLock'], 'tags': ['Sector2', 'DoorLock']}, 'S1_Light': {'category': ['Light', 'ColorControl'], 'tags': ['Sector1', 'Light', 'ColorControl']}}","{""name"": """", 
""cron"": """", 
""period"": 3600000, 
""script"": ""\nif (all(#Sector1 #DoorLock).doorlock_doorlockstate ==| \""open\"") {\n\n    all(#Sector1 #Light).light_movetorgb(255, 0, 0)\n\n}""}"
33,7,평일 오후 6시에 사무실의 재실 센서가 부재 상태를 나타내면 사무실 에어컨과 가습기를 전부 꺼줘.,"At 6 PM on weekdays, if presence sensors in the office show no presence, turn off all air conditioners and humidifiers in the office.","{'Off_Presence': {'category': ['PresenceSensor'], 'tags': ['Office', 'PresenceSensor']}, 'Off_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Office', 'AirConditioner', 'Switch']}, 'Off_Hum': {'category': ['Humidifier', 'Switch'], 'tags': ['Office', 'Humidifier', 'Switch']}, 'Home_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Home', 'AirConditioner', 'Switch']}}","{""name"": """", 
""cron"": ""0 18 * * 1-5"", 
""period"": 0, 
""script"": ""\nif ((#Office #PresenceSensor).presencesensor_presence == false) {\n\n    all(#Office #AirConditioner).switch_off()\n\n    all(#Office #Humidifier).switch_off()\n\n}""}"
34,7,"아침 8시에 홀수 태그가 붙은 블라인드를 모두 열어주고, 9시에는 짝수 태그가 붙은 모든 블라인드를 열어줘.","Every 8 AM, open all blinds with odd tags, and at 9 AM, open all blinds with even tags.","{'Odd_Blind': {'category': ['WindowCovering'], 'tags': ['Odd', 'Blind', 'WindowCovering']}, 'Even_Blind': {'category': ['WindowCovering'], 'tags': ['Even', 'Blind', 'WindowCovering']}, 'Fixed_Window': {'category': ['WindowCovering'], 'tags': ['Fixed', 'WindowCovering']}}","{""name"": """", 
""cron"": ""0 8 * * *"", 
""period"": 0, 
""script"": ""\nall(#Odd #Blind).windowcovering_uporopen()\n\ndelay(1 HOUR)\n\nall(#Even #Blind).windowcovering_uporopen()""}"
35,7,"주말 동안 공장의 모든 펌프를 30분마다 확인해서, 켜진 펌프가 하나라도 있으면 모두 꺼주고 ""test@example.com""에게 ""위험"" 제목으로 ""펌프가 켜졌습니다""라는 내용의 메일 보내줘.","Every 30 minutes during weekends, check all pumps in the factory; if any one is turned on, turn off all pumps and send an email to ""test@example.com"" with the subject 'Risk' and message 'A pump is turned on'.","{'Fac_Pump_1': {'category': ['Pump', 'Switch'], 'tags': ['Factory', 'Pump', 'Switch']}, 'Fac_Pump_2': {'category': ['Pump', 'Switch'], 'tags': ['Factory', 'Pump', 'Switch']}, 'Office_Pump': {'category': ['Pump', 'Switch'], 'tags': ['Office', 'Pump', 'Switch']}, 'EmailProvider': {'category': ['EmailProvider'], 'tags': ['EmailProvider']}}","{""name"": """", 
""cron"": ""0 0 * * 6-7"", 
""period"": 1800000, 
""script"": ""\nif ((#Clock).clock_weekday != \""saturday\"" and (#Clock).clock_weekday != \""sunday\"") {\n\n    break\n\n}\n\nif (all(#Factory #Pump).switch_switch ==| true) {\n\n    all(#Factory #Pump).switch_off()\n\n    (#EmailProvider).emailprovider_sendmail(\""test@example.com\"", \""위험\"", \""펌프가 켜졌습니다\"")\n\n}""}"
36,7,"밤 10시에 거실에 사람이 감지되면, 모든 불을 켜줘.","Every 10 PM, if presence is detected in the living room, turn on all lights.","{'LR_Presence': {'category': ['PresenceSensor'], 'tags': ['LivingRoom', 'PresenceSensor']}, 'LR_Light': {'category': ['Light', 'Switch', 'LevelControl'], 'tags': ['LivingRoom', 'Light', 'Switch', 'LevelControl']}, 'Kitchen_Light': {'category': ['Light', 'Switch'], 'tags': ['Kitchen', 'Light', 'Switch']}}","{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 0, 
""script"": ""\nif ((#LivingRoom #PresenceSensor).presencesensor_presence == true) {\n\n    all(#Light).light_movetobrightness(100, 0)\n\n}""}"
37,7,"자정에 복도에 움직임이 감지되면, 복도의 모든 조명을 100%로 켜줘.","At midnight, if motion is detected in the hallway, turn all hallway lights to 100% brightness.","{'Hall_Motion': {'category': ['MotionSensor'], 'tags': ['Hallway', 'MotionSensor']}, 'Hall_Light': {'category': ['Light', 'LevelControl'], 'tags': ['Hallway', 'Light', 'LevelControl']}, 'LR_Light': {'category': ['Light', 'LevelControl'], 'tags': ['LivingRoom', 'Light', 'LevelControl']}}","{""name"": """", 
""cron"": ""0 0 * * *"", 
""period"": 0, 
""script"": ""\nif ((#Hallway #MotionSensor).motionsensor_motion == true) {\n\n    all(#Hallway #Light).light_movetobrightness(100, 0)\n\n}""}"
38,7,"자정부터 오전 5시까지 1시간마다 체크해서 문이 하나라도 열려있으면, 복도의 조명을 모두 50%로 켜줘.","Every hour from midnight to 5 AM, if at least one door is open, turn all hallway lights to 50%.","{'Door_1': {'category': ['Door'], 'tags': ['Front', 'Door']}, 'Hall_Light': {'category': ['Light', 'LevelControl'], 'tags': ['Hallway', 'Light', 'LevelControl']}, 'Basement_Door': {'category': ['Door'], 'tags': ['Basement', 'Door']}, 'Basement_Light': {'category': ['Light'], 'tags': ['Basement', 'Light']}}","{""name"": """", 
""cron"": ""0 0-5 * * *"", 
""period"": 0, 
""script"": ""\nif (all(#Door).door_doorstate ==| \""open\"") {\n\n    all(#Hallway #Light).levelcontrol_movetolevel(50, 0)\n\n}""}"
39,7,"밤 10시부터 11시까지 움직임이 한번도 감지되지 않았으면, 모든 도어락을 잠궈줘.","If no motion is detected between 10 PM and 11 PM, lock all door locks.","{'Motion': {'category': ['MotionSensor'], 'tags': ['Main', 'MotionSensor']}, 'Lock_1': {'category': ['DoorLock'], 'tags': ['Main', 'DoorLock']}, 'Old_Lock': {'category': ['DoorLock'], 'tags': ['Storage', 'DoorLock']}}","{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 100, 
""script"": ""\nif ((#MotionSensor).motionsensor_motion == true) {\n\n    break\n\n}\n\nif ((#Clock).clock_hour == 23) {\n\n    all(#DoorLock).doorlock_lock()\n\n    break\n\n}""}"
40,7,아침 9시에 3층의 짝수 태그가 붙은 블라인드를 모두 올려줘.,"At 9 AM, open all blinds with even tags on the 3rd floor.","{'F3_Even_Blind': {'category': ['WindowCovering'], 'tags': ['Floor3', 'Even', 'Blind', 'WindowCovering']}, 'F3_Odd_Blind': {'category': ['WindowCovering'], 'tags': ['Floor3', 'Odd', 'Blind', 'WindowCovering']}, 'F2_Even_Blind': {'category': ['WindowCovering'], 'tags': ['Floor2', 'Even', 'Blind', 'WindowCovering']}}","{""name"": """", 
""cron"": ""0 9 * * *"", 
""period"": 0, 
""script"": ""\nall(#Floor3 #Even #Blind).windowcovering_uporopen()""}"
41,7,매일 아침 8시에 조명을 켜 줘.,Turn on the light every morning at 8 AM.,"{'Light': {'category': ['Light', 'Switch'], 'tags': ['Main', 'Light', 'Switch']}, 'Light2': {'category': ['Light', 'Switch'], 'tags': ['Bedroom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": ""0 8 * * *"", 
""period"": 0, 
""script"": ""\n(#Light).switch_on()""}"
42,7,매일 아침 8시에 스피커로 ‘일어나세요’라고 말해 줘. 그리고 창문이 닫혀있으면 열어줘.,"Every morning at 8 AM, make the speaker speak 'Get up'. Additionally, if the window is closed, open it.","{'Speaker': {'category': ['Speaker'], 'tags': ['Main', 'Speaker']}, 'Window': {'category': ['WindowCovering'], 'tags': ['Main', 'Window', 'WindowCovering']}, 'Door': {'category': ['Door'], 'tags': ['Main', 'Door']}}","{""name"": """", 
""cron"": ""0 8 * * *"", 
""period"": 0, 
""script"": ""\n(#Speaker).speaker_speak(\""일어나세요\"")\n\nif ((#Window).armrobot_currentposition == 0) {\n\n    (#Window).windowcovering_uporopen()\n\n}""}"
43,7,오후 10시부터 11시까지 30초마다 비를 감지해서 비가 오면 창문을 닫아줘.,"Every 30 seconds from 10 PM to 11 PM, check for rain every 30 seconds; if it rains, close the window.","{'Rain': {'category': ['RainSensor'], 'tags': ['Outside', 'RainSensor']}, 'Window': {'category': ['WindowCovering'], 'tags': ['Main', 'Window', 'WindowCovering']}, 'Temp': {'category': ['TemperatureSensor'], 'tags': ['Outside', 'TemperatureSensor']}}","{""name"": """", 
""cron"": ""0 22 * * *"", 
""period"": 30000, 
""script"": ""\nif ((#Clock).clock_hour == 23) {\n\n    break\n\n}\n\nif ((#RainSensor).rainsensor_rain == true) {\n\n    (#Window).windowcovering_downorclose()\n\n}""}"
44,7,"주말에 5초마다 체크해서 펌프가 꺼져 있으면 켜고, 켜져 있으면 꺼줘.","Every 5 seconds on weekends, if the pump is off, turn it on; if it is on, turn it off.","{'Pump': {'category': ['Pump', 'Switch'], 'tags': ['Main', 'Pump', 'Switch']}, 'Valve': {'category': ['Valve'], 'tags': ['Main', 'Valve']}}","{""name"": """", 
""cron"": ""0 0 * * 6-7"", 
""period"": 5000, 
""script"": ""\nif ((#Clock).clock_weekday != \""saturday\"" and (#Clock).clock_weekday != \""sunday\"") {\n\n    break\n\n}\n\n(#Pump).switch_toggle()""}"
